,companyCd,companyNm,companyNmEn,companyPartNm,movieCd
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20090160
3,20100109,씨제이엔터테인먼트,CJ Entertainment,제공,20090160
4,20114896,(주)제일저축은행,,공동제공,20090160
5,20114913,골드레인인베스트먼트(유),,공동제공,20090160
6,20061365,이수창업투자(주),,공동제공,20090160
7,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20090160
8,20061361,소빅창업투자(주),,공동제공,20090160
9,20061364,MVP창업투자(주),,공동제공,20090160
10,20114895,그린손해보험(주),"Green non-life insurance co,. Ltd",공동제공,20090160
11,20114892,컴퍼니케이파트너스 콘텐츠 전문투자조합,,공동제공,20090160
12,20114841,베넥스영화전문투자조합,,공동제공,20090160
13,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20090160
0,20112118,스션 필름,Scion Films,제작사,20100039
1,20112117,인페르노 디스트리뷰션,Inferno Distribution,제작사,20100039
2,20111653,(주)프라임엔터테인먼트,Prime Entertainment,배급사,20100039
3,20062836,(주)코콘그룹,,수입사,20100039
0,20101430,윙누트 필름,WingNut Films,제작사,20090865
1,20103164,드림웍스 프로덕션 LLC,DreamWorks Productions LLC,제작사,20090865
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20090865
3,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20090865
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20100077
1,20103881,골드써클필름,Gold Circle Films,제작사,20100077
2,20103650,포커스필름프로덕션㈜,Focus Films Productions Ltd.,제작사,20100077
3,20112122,샴바라 픽처스,Chambara Pictures ,제작사,20100077
4,20112123,대드 크루 프로덕션,Dead Crow Productions,제작사,20100077
5,20112097,사가 필름,Saga Filmes,제작사,20100077
6,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,20100077
7,20100609,㈜메가박스,Megabox Inc.,수입사,20100077
0,20101289,스튜디오 카날,Studio Canal,제작사,20100090
1,20100844,(주)시너지하우스 (시너지),Cinergy,배급사,20100090
2,20101083,우성엔터테인먼트,Woo Sung Entertainment,수입사,20100090
0,20112096,바프 베를린 애니메이션 필름,BAF Berlin Animation Film,제작사,20100063
1,20100354,㈜케이디미디어,KD Media,배급사,20100063
2,20063296,코리아 코어 컨텐츠,,수입사,20100063
0,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사,20090930
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20090930
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,수입사,20090930
0,20112126,릴레티비티 미디어,Relativity Media,제작사,20100098
1,20063190,(주)화앤담이엔티,Hwa&Dam Ent.,배급사,20100098
2,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,수입사,20100098
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20100105
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20100105
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20100105
0,20103795,유로파 Corp.,Company:Europa Corp.,제작사,20100101
1,20100354,㈜케이디미디어,KD Media,배급사,20100101
2,20100354,㈜케이디미디어,KD Media,수입사,20100101
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20090894
1,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,배급사,20090894
2,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,20090894
0,20100123,(주)싸이더스,Sidus Corporation,배급사,20100115
1,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사,20100115
0,20112131,필름 디파트먼트,"FILM DEPARTMENT, THE",제작사,20100029
1,20100844,(주)시너지하우스 (시너지),Cinergy,배급사,20100029
2,20100419,데이지엔터테인먼트,Daisy Entertainment ,수입사,20100029
3,20100835,(주)토마스엔터프라이즈,Thomas Enterprise,수입사,20100029
0,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사,20100103
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20100103
2,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20100103
0,20100938,(주)전망좋은 영화사,THE PICTURES WITH A VIEW,제작사,20090939
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20090939
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20090939
3,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20090939
0,20100824,청강스토리㈜,ChungGangStory Ltd.,제작사,20100075
1,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,20100075
2,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,제공,20100075
3,20142968,(주)콘텐츠판다,CONTENTS PANDA,해외세일즈사,20100075
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20100075
5,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-세트,20100075
6,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션,20100075
7,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션,20100075
0,20104247,라이온스 게이트 필름즈,Lions Gate Films Inc.,제작사,20090932
1,20100808,(주)성원아이컴,Sungwon I communications,배급사,20090932
2,20100808,(주)성원아이컴,Sungwon I communications,수입사,20090932
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20090948
1,20100123,(주)싸이더스,Sidus Corporation,배급사,20090948
2,20100049,(주)월드시네마,"World Cinema Co., Ltd",수입사,20090948
0,20100858,(주)한컴,Hancomm,제작사,20100107
1,20063308,(주)코난픽쳐스,,제작사,20100107
2,20100844,(주)시너지하우스 (시너지),Cinergy,배급사,20100107
3,20100858,(주)한컴,Hancomm,제공,20100107
4,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20100107
5,20114782,보스톤 창업투자(주),Boston Investment,공동제공,20100107
6,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공,20100107
7,20063045,엠벤처투자(주),,공동제공,20100107
8,20114900,하이자산운용,,공동제공,20100107
9,20061365,이수창업투자(주),,공동제공,20100107
10,20114893,한화기술금융(주),,공동제공,20100107
11,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,20100107
12,20110364,경기영상위원회,Gyeonggi Film Commission,제작서비스-촬영,20100107
13,20110163,스튜디오SH,Studio SH,제작서비스-사운드,20100107
14,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과,20100107
15,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션,20100107
16,20242763,(사)한국농아인협회,,가치봄 제작처,20100107
17,20242764,한국시각장애인연합회,,가치봄 제작처,20100107
0,20112132,다비스 필름,Davis-Films,제작사,20100116
1,20063190,(주)화앤담이엔티,Hwa&Dam Ent.,배급사,20100116
2,20062983,(주)영화사 이슈,,수입사,20100116
0,20103412,(주)MBC,MBC,제작사,20100141
1,20101135,주식회사 마운틴픽쳐스,"Mountain Pictures Co.,Ltd",배급사,20100141
2,20101135,주식회사 마운틴픽쳐스,"Mountain Pictures Co.,Ltd",제공,20100141
3,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,20100141
4,20123797,리얼디스퀘어,"Real D Square Co., Ltd.",제작서비스-3D 컨버전,20100141
5,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",기타,20100141
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20100018
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20100018
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20100018
0,20100410,오퍼스픽쳐스(유),OPUS Pictures,제작사,20090331
1,20100808,(주)성원아이컴,Sungwon I communications,배급사,20090331
2,20100906,유나이티드픽처스(주),United Pictures,제공,20090331
3,20061361,소빅창업투자(주),,공동제공,20090331
4,20100906,유나이티드픽처스(주),United Pictures,해외세일즈사,20090331
5,20062330,모네프(주),Moneff,제작서비스-편집,20090331
0,20100402,(주)영화사소풍,Sopoong Film Inc.,제작사,20100129
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20100129
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20100129
3,20061966,(주)영화사작당,,공동제공,20100129
4,20100402,(주)영화사소풍,Sopoong Film Inc.,공동제공,20100129
5,20063045,엠벤처투자(주),,공동제공,20100129
6,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20100129
7,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20100129
8,20114686,씨 47,C47 ,제작서비스-사운드,20100129
9,20114686,씨 47,C47 ,제작서비스-편집,20100129
0,20112141,오버츄어 필름,OVERTURE FILMS,제작사,20100142
1,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,20100142
2,20100419,데이지엔터테인먼트,Daisy Entertainment ,수입사,20100142
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20100128
1,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,배급사,20100128
2,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,20100128
0,20100209,(주)스폰지이엔티,Sponge Ent. Inc.,제작사,20090947
1,20100123,(주)싸이더스,Sidus Corporation,배급사,20090947
2,20100209,(주)스폰지이엔티,Sponge Ent. Inc.,제공,20090947
3,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20090947
4,20110335,㈜블루캡,BLUECAP,제작서비스-사운드,20090947
0,20063007,(주)에코필름,EchoFilm,제작사,20100131
1,20100419,데이지엔터테인먼트,Daisy Entertainment ,제작사,20100131
2,20100844,(주)시너지하우스 (시너지),Cinergy,배급사,20100131
3,20100844,(주)시너지하우스 (시너지),Cinergy,제공,20100131
4,20061365,이수창업투자(주),,공동제공,20100131
5,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공,20100131
6,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20100131
7,20110990,창고사람들,Think people,제작서비스-미술,20100131
0,20101669,알콘엔터테인먼트,Alcon Entertainment,제작사,20100143
1,20100103,(주)쇼박스,Showbox Corp,배급사,20100143
2,20100354,㈜케이디미디어,KD Media,수입사,20100143
3,20100813,원더월드 스튜디오,Wonderworld Studios Inc,제작서비스-시각효과/특수효과,20100143
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20100165
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20100165
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20100165
0,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사,20100170
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20100170
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,수입사,20100170
0,20101112,유한회사 제이필름,Nogunri Production ,제작사,20061214
1,20101112,유한회사 제이필름,Nogunri Production ,제공,20061214
2,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,20061214
3,20100335,(주)엠케이픽처스 ,MK PICTURES,해외세일즈사,20061214
4,20110335,㈜블루캡,BLUECAP,제작서비스-사운드,20061214
5,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과,20061214
0,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사,20100168
1,20112074,아일랜드픽처스(주),,제작사,20100168
2,20100123,(주)싸이더스,Sidus Corporation,배급사,20100168
3,20114900,하이자산운용,,제공,20100168
4,20114782,보스톤 창업투자(주),Boston Investment,제공,20100168
5,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",공동제공,20100168
6,20100123,(주)싸이더스,Sidus Corporation,해외세일즈사,20100168
7,20110445,전주 영상위원회,Jeonju FIlm Commission,제작서비스-로케이션,20100168
8,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션,20100168
9,20242763,(사)한국농아인협회,,가치봄 제작처,20100168
10,20242764,한국시각장애인연합회,,가치봄 제작처,20100168
0,20112161,마브 필름,Marv Films,제작사,20100169
1,20104492,플랜 비 엔터테인먼트,Plan B Entertainment,제작사,20100169
2,20104247,라이온스 게이트 필름즈,Lions Gate Films Inc.,제작사,20100169
3,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20100169
4,20100419,데이지엔터테인먼트,Daisy Entertainment ,수입사,20100169
0,20205721,(주)까멜리아이엔티,CAMELLIA ENT,배급사,20100176
1,20111081,(주)스마일이엔티,Smile Ent.,배급사,20100176
2,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,20100176
3,20111613,주식회사 풍경소리,PoongKyung SoRi Inc.,수입사,20100176
4,20111081,(주)스마일이엔티,Smile Ent.,수입사,20100176
5,20101311,(주)케이앤엔터테인먼트,K&Entertainment,수입사,20100176
0,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사,20090866
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20090866
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,수입사,20090866
0,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사,20090933
1,20104336,마블 엔터프라이즈,Marvel Enterprises,제작사,20090933
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20090933
3,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20090933
0,20100364,(주)영화사아침,Achim Pictures Inc.,제작사,20090931
1,20100239,(주)타이거픽쳐스,Tiger Pictures Inc.,제작사,20090931
2,20100869,에스케이텔레콤(주),SK Telecom,배급사,20090931
3,20100869,에스케이텔레콤(주),SK Telecom,제공,20090931
4,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공,20090931
5,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,20090931
6,20110364,경기영상위원회,Gyeonggi Film Commission,제작서비스-촬영,20090931
7,20111001,무비클로저,Movie Closer,제작서비스-음악,20090931
8,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션,20090931
9,20242763,(사)한국농아인협회,,가치봄 제작처,20090931
10,20242764,한국시각장애인연합회,,가치봄 제작처,20090931
0,20100178,(주)기억속의매미,"Cicada I Remember Co.,Ltd",제작사,20100198
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20100198
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20100198
3,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20100198
0,20112115,선라이즈 필름,SUNRISE FILMS ,제작사,20100166
1,20101748,투니버스(주)온미디어,,배급사,20100166
2,20101748,투니버스(주)온미디어,,수입사,20100166
0,20104247,라이온스 게이트 필름즈,Lions Gate Films Inc.,제작사,20100189
1,20100808,(주)성원아이컴,Sungwon I communications,배급사,20100189
2,20101138,(주)새인컴퍼니,SANE COMPANY Inc.,수입사,20100189
0,20100332,(주)영화제작전원사 ,Jeonwonsa Film Co.,제작사,20100202
1,20100209,(주)스폰지이엔티,Sponge Ent. Inc.,배급사,20100202
2,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,20100202
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20100188
1,20103809,(주)미로비젼,Mirovision Inc. ,제작사,20100188
2,20100123,(주)싸이더스,Sidus Corporation,배급사,20100188
3,20114882,싸이더스 FNH-베넥스 영상투자조합 1호,,제공,20100188
4,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20100188
5,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공,20100188
6,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사,20100188
7,20110335,㈜블루캡,BLUECAP,제작서비스-사운드,20100188
8,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20100188
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20090951
1,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,배급사,20090951
2,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,20090951
3,20100813,원더월드 스튜디오,Wonderworld Studios Inc,제작서비스-시각효과/특수효과,20090951
0,20100787,파인하우스필름(주),"PINEHOUSE FILM Co., Ltd",제작사,20100191
1,20100161,유니코리아문예투자(주),"UniKorea Culture & Art Investment Co., Ltd.",제작사,20100191
2,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,20100191
3,20100161,유니코리아문예투자(주),"UniKorea Culture & Art Investment Co., Ltd.",제공,20100191
4,20114833,케이티비네트워크(주),"KTB network. Co.,Ltd.",제공,20100191
5,20061368,KTB 캐피탈㈜,KTB Capital,공동제공,20100191
6,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,공동제공,20100191
7,20102259,다이아파나 필름즈,Diaphana Films,공동제공,20100191
8,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,20100191
0,20103156,드림웍스 애니메이션,DreamWorks Animation,제작사,20100190
1,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,배급사,20100190
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20100190
3,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,20100190
4,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20100190
0,20100278,(주)제이케이필름,JK Film,제작사,20100256
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20100256
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20100256
3,20114833,케이티비네트워크(주),"KTB network. Co.,Ltd.",제공,20100256
4,20114782,보스톤 창업투자(주),Boston Investment,공동제공,20100256
5,20061368,KTB 캐피탈㈜,KTB Capital,공동제공,20100256
6,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20100256
7,20114686,씨 47,C47 ,제작서비스-편집,20100256
8,20110603,"남양주종합촬영소(스튜디오, 야외세트 대여등)",,제작서비스-세트,20100256
0,20104412,뉴라인 시네마,New Line Cinema,제작사,20100192
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20100192
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20100192
0,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사,20100193
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20100193
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,수입사,20100193
0,20100936,(주)드림슈거픽쳐스,,제작사,20100206
1,20101145,와이케이픽쳐스,"YK Pictures Korea Co., Ltd.",제작사,20100206
2,20112081,EXCON ,EXCON CO.LTD ,제작사,20100206
3,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20100206
4,20101145,와이케이픽쳐스,"YK Pictures Korea Co., Ltd.",해외세일즈사,20100206
5,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.",해외세일즈사,20100206
6,20110446,(사)부산영상위원회,Busan Film Commission,소속사,20100206
7,20110109,고일상사,,제작서비스-사운드,20100206
8,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-세트,20100206
0,20100558,(주)바른손이앤에이,Barunson E&A,제작사,20090927
1,20100293,시오필름(주),"sio film Co., Ltd.",제작사,20090927
2,20063209,(주)더타워픽쳐스,The Tower Pictures,제작사,20090927
3,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20090927
4,20114912,(주)제이에스코퍼레이션,,공동제공,20090927
5,20114841,베넥스영화전문투자조합,,공동제공,20090927
6,20100558,(주)바른손이앤에이,Barunson E&A,공동제공,20090927
7,20114892,컴퍼니케이파트너스 콘텐츠 전문투자조합,,공동제공,20090927
8,20114895,그린손해보험(주),"Green non-life insurance co,. Ltd",공동제공,20090927
9,20061365,이수창업투자(주),,공동제공,20090927
10,20061364,MVP창업투자(주),,공동제공,20090927
11,20061361,소빅창업투자(주),,공동제공,20090927
12,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20090927
13,20114913,골드레인인베스트먼트(유),,공동제공,20090927
14,20114896,(주)제일저축은행,,공동제공,20090927
15,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20090927
16,20100109,씨제이엔터테인먼트,CJ Entertainment,저작권관련사,20090927
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20090921
1,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,20090921
2,20100419,데이지엔터테인먼트,Daisy Entertainment ,수입사,20090921
0,20103697,프랑스2시네마,France 2 Cinema,제작사,20100278
1,20112179,엘프떼,Elfte Babelsberg Film,제작사,20100278
2,20112178,P.P.Films,R.P.Productions,제작사,20100278
3,20100123,(주)싸이더스,Sidus Corporation,배급사,20100278
4,20100285,판씨네마(주),Pancinema Corp.,수입사,20100278
0,20112184,듄 엔터테인먼트,Dune Entertainment,제작사,20100295
1,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20100295
2,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,20100295
0,20102179,콜럼비아 픽쳐스 필름 프로덕션,COLUMBIA PICTURES FILM PRODUCTION,제작사,20100292
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20100292
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,수입사,20100292
0,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제작사,20100296
1,20100346,(주)유비유필름,UBU FILM,제작사,20100296
2,20103999,(주)에이치 플러스,HPLUS,제작사,20100296
3,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20100296
4,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20100296
5,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제공,20100296
6,20063045,엠벤처투자(주),,공동제공,20100296
7,20061361,소빅창업투자(주),,공동제공,20100296
8,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20100296
9,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,20100296
10,20110109,고일상사,,제작서비스-사운드,20100296
11,20114686,씨 47,C47 ,제작서비스-편집,20100296
12,20111034,씨제이올리브네트웍스(주),,제작서비스-시각효과/특수효과,20100296
13,20110951,플러스 액션 스턴트팀,PLUS - Action school,제작서비스-무술,20100296
0,20104412,뉴라인 시네마,New Line Cinema,제작사,20100285
1,20103986,HBO필름,HBO Films,제작사,20100285
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20100285
3,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20100285
0,20100844,(주)시너지하우스 (시너지),Cinergy,배급사,20100291
1,20100801,(유)마스엔터테인먼트코리아,Mars Entertainment Korea,수입사,20100291
0,20102069,만다린 필름즈 디스트리뷰션,Mandarin Films Distribution Co.,제작사,20100311
1,20161101,(주)제이앤씨미디어그룹,,배급사,20100311
2,20111653,(주)프라임엔터테인먼트,Prime Entertainment,배급사,20100311
3,20142369,(유)조이앤시네마,JOY N CINEMA,수입사,20100311
4,20062011,(주)씨네라인코리아,,수입사,20100311
0,20112182,히트 엔터테인먼트,HIT ENTERTAINMENT,제작사,20100332
1,20112183,니트로겐 스튜디오,Nitrogen Studios Canada,제작사,20100332
2,20101087,에이원엔터테인먼트,,배급사,20100332
3,20062806,(주)코카반,,수입사,20100332
0,20111681,뉴리전시 픽쳐스,New Regency Pictures,제작사,20100310
1,20111911,리젠시 엔터프라이즈,Regency Enterprises,제작사,20100310
2,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사,20100310
3,20112192,트리 라인 필름,Tree Line Films,제작사,20100310
4,20112191,로드레벨,Road Rebel,제작사,20100310
5,20112190,핑크,Pink Machine,제작사,20100310
6,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20100310
7,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,20100310
0,20100643,(주)캠프비,Camp B,제작사,20100210
1,20100103,(주)쇼박스,Showbox Corp,제작사,20100210
2,20100103,(주)쇼박스,Showbox Corp,배급사,20100210
3,20100103,(주)쇼박스,Showbox Corp,제공,20100210
4,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공,20100210
5,20114762,아시아문화기술투자(주),,공동제공,20100210
6,20114902,제미니투자(주),,공동제공,20100210
7,20114900,하이자산운용,,공동제공,20100210
8,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20100210
9,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20100210
10,20111001,무비클로저,Movie Closer,제작서비스-음악,20100210
11,20158011,(주)브이에이스튜디오,VA Studio,제작서비스-시각효과/특수효과,20100210
12,20242763,(사)한국농아인협회,,가치봄 제작처,20100210
13,20242764,한국시각장애인연합회,,가치봄 제작처,20100210
0,20104204,카쯔 엔터테인먼트,Karz Entertainment,제작사,20100335
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20100335
2,20100285,판씨네마(주),Pancinema Corp.,수입사,20100335
0,20103156,드림웍스 애니메이션,DreamWorks Animation,제작사,20100333
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20100333
2,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20100333
0,20100453,아이러브시네마,"i Love Cinema co., ltd.",제작사,20100353
1,20100292,(주)아이필름홀딩스,,제작사,20100353
2,20100844,(주)시너지하우스 (시너지),Cinergy,배급사,20100353
3,20100858,(주)한컴,Hancomm,제공,20100353
4,20100419,데이지엔터테인먼트,Daisy Entertainment ,제공,20100353
5,20114901,신보종합투자(주),,공동제공,20100353
6,20114900,하이자산운용,,공동제공,20100353
7,20061365,이수창업투자(주),,공동제공,20100353
8,20061362,CJ창업투자(주),CJ Venture Investment,공동제공,20100353
9,20061361,소빅창업투자(주),,공동제공,20100353
10,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20100353
11,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20100353
12,20111034,씨제이올리브네트웍스(주),,제작서비스-시각효과/특수효과,20100353
0,20103809,(주)미로비젼,Mirovision Inc. ,제작사,20090943
1,20103810,고몽,Gaumont,제작사,20090943
2,20102817,코퍼 하트 엔터테인먼트,Copper Heart Entertainment,제작사,20090943
3,20102989,다크 캐슬 엔터테인먼트,Dark Castle Entertainment,제작사,20090943
4,20100479,(주)화천공사,,배급사,20090943
0,20103795,유로파 Corp.,Company:Europa Corp.,제작사,20100339
1,20104297,매드 챈스,Mad Chance,제작사,20100339
2,20100354,㈜케이디미디어,KD Media,배급사,20100339
3,20100354,㈜케이디미디어,KD Media,수입사,20100339
