,showTypeGroupNm,showTypeNm,movieCd
1,2D,디지털,20081169
0,필름,필름,20081170
0,필름,필름,20081199
0,필름,필름,20081173
0,필름,필름,20081243
0,필름,필름,20081244
0,필름,필름,20081247
0,필름,필름,20081212
0,필름,필름,20081172
0,필름,필름,20081158
0,필름,필름,20081276
0,필름,필름,20081263
0,필름,필름,20080399
0,필름,필름,20081332
0,필름,필름,20081002
1,2D,디지털,20081002
0,필름,필름,20081331
1,2D,디지털,20081331
2,2D,디지털 더빙,20081331
0,필름,필름,20081333
0,필름,필름,20072686
1,2D,디지털,20072686
0,필름,필름,20080741
1,2D,디지털,20080741
0,필름,필름,20081334
0,필름,필름,20081363
1,2D,디지털,20081363
0,필름,필름,20081366
0,필름,필름,20080887
0,필름,필름,20081364
0,필름,필름,20081391
1,2D,디지털,20081391
0,필름,필름,20081390
0,필름,필름,20081393
1,2D,디지털,20081393
0,필름,필름,20081361
0,필름,필름,20081386
0,필름,필름,20081395
1,2D,디지털,20081395
0,필름,필름,20081444
0,필름,필름,20081446
0,필름,필름,20081403
0,필름,필름,20081565
1,2D,디지털,20081565
0,필름,필름,20081485
0,필름,필름,20081445
1,2D,디지털,20081445
0,필름,필름,20081519
0,필름,필름,20081484
1,2D,디지털,20081484
0,필름,필름,20061223
1,필름,청각장애인용 자막,20061223
0,필름,필름,20080637
1,2D,디지털,20080637
0,필름,필름,20081611
1,2D,디지털,20081611
0,필름,필름,20081136
1,2D,디지털,20081136
0,필름,필름,20081621
0,필름,필름,20081535
0,필름,필름,20081623
0,필름,필름,20081618
0,필름,필름,20080890
1,필름,청각장애인용 자막,20080890
0,필름,필름,20081672
1,필름,영어자막,20081672
2,2D,디지털,20081672
0,필름,필름,20080743
1,필름,영어자막,20080743
0,필름,필름,20081681
0,필름,필름,20081697
1,2D,디지털,20081697
0,필름,필름,20081673
0,필름,필름,20081700
0,필름,필름,20081698
0,필름,필름,20081696
1,2D,디지털,20081696
0,필름,필름,20081686
1,2D,디지털,20081686
0,필름,필름,20081703
0,필름,필름,20080750
1,필름,청각장애인용 자막,20080750
0,필름,필름,20081453
1,2D,디지털,20081453
0,필름,필름,20081723
0,필름,필름,20081738
0,필름,필름,20081718
0,필름,필름,20081716
1,필름,청각장애인용 자막,20081716
2,2D,디지털,20081716
0,필름,필름,20081744
0,필름,필름,20081791
1,필름,더빙,20081791
2,2D,디지털,20081791
3,2D,디지털 더빙,20081791
4,IMAX,IMAX,20081791
0,필름,필름,20081809
0,필름,필름,20081790
0,필름,필름,20090006
1,필름,더빙,20090006
0,필름,필름,20090015
0,필름,필름,20071013
0,필름,필름,20090014
1,필름,영어자막,20090014
2,필름,청각장애인용 자막,20090014
0,필름,필름,20090018
0,필름,필름,20090017
0,필름,필름,20081727
1,필름,영어자막,20081727
2,2D,디지털,20081727
0,필름,필름,20090019
0,필름,필름,20090029
1,2D,디지털,20090029
0,필름,필름,20090013
0,필름,필름,20080870
1,필름,영어자막,20080870
2,2D,디지털,20080870
0,필름,필름,20090026
1,2D,디지털,20090026
0,필름,필름,20090022
0,필름,필름,20090024
1,2D,디지털,20090024
0,필름,필름,20090023
1,필름,청각장애인용 자막,20090023
2,2D,디지털,20090023
0,필름,필름,20090012
1,2D,디지털,20090012
0,필름,필름,20090044
1,필름,더빙,20090044
0,필름,필름,20090042
1,필름,영어자막,20090042
2,2D,디지털,20090042
0,필름,필름,20090025
0,필름,필름,20090027
0,필름,필름,20090062
1,필름,더빙,20090062
2,2D,디지털,20090062
3,2D,디지털 더빙,20090062
0,필름,필름,20090063
1,2D,디지털,20090063
0,필름,필름,20090083
0,필름,필름,20090078
0,필름,필름,20090043
1,2D,디지털,20090043
2,IMAX,IMAX,20090043
0,필름,필름,20090068
0,필름,필름,20090086
0,필름,필름,20090085
1,필름,영어자막,20090085
2,필름,청각장애인용 자막,20090085
0,필름,필름,20090082
1,2D,디지털,20090082
0,필름,필름,20090087
0,필름,필름,20090091
0,필름,필름,20090103
1,필름,더빙,20090103
0,필름,필름,20090157
0,필름,필름,20090161
1,2D,디지털,20090161
0,필름,필름,20090169
0,필름,필름,20090064
1,2D,디지털,20090064
0,필름,필름,20090065
1,2D,디지털,20090065
0,필름,필름,20090090
1,2D,디지털,20090090
0,필름,필름,20090174
1,2D,디지털,20090174
0,필름,필름,20090167
0,필름,필름,20090156
1,필름,영어자막,20090156
2,2D,디지털,20090156
0,필름,필름,20090176
1,2D,디지털,20090176
0,필름,필름,20090088
1,2D,디지털,20090088
0,필름,필름,20090193
0,필름,필름,20090192
0,필름,필름,20090190
0,필름,필름,20090191
0,필름,필름,20090206
1,2D,디지털,20090206
0,필름,필름,20090210
0,필름,필름,20090207
1,2D,디지털,20090207
0,필름,필름,20081737
1,필름,영어자막,20081737
2,필름,일어자막,20081737
3,필름,청각장애인용 자막,20081737
4,2D,디지털,20081737
0,필름,필름,20090203
0,필름,필름,20090205
0,필름,필름,20090195
1,필름,더빙,20090195
2,2D,디지털,20090195
3,2D,디지털 더빙,20090195
4,3D,3D 디지털,20090195
5,3D,3D 더빙,20090195
6,4D,4D 더빙,20090195
7,4D,4D,20090195
8,IMAX,IMAX,20090195
0,필름,필름,20090035
1,2D,디지털,20090035
0,필름,필름,20090219
0,필름,필름,20081003
1,필름,영어자막,20081003
2,2D,디지털,20081003
0,필름,필름,20090222
1,2D,디지털,20090222
0,필름,필름,20090225
1,필름,일어자막,20090225
0,필름,필름,20090226
1,필름,더빙,20090226
2,2D,디지털 더빙,20090226
0,필름,필름,20090214
1,2D,디지털,20090214
0,필름,필름,20090227
1,필름,더빙,20090227
0,필름,필름,20090235
1,2D,디지털,20090235
2,IMAX,IMAX,20090235
0,필름,필름,20090234
1,2D,디지털,20090234
0,필름,필름,20090237
1,필름,영어자막,20090237
2,필름,청각장애인용 자막,20090237
3,2D,디지털,20090237
0,필름,필름,20090259
0,필름,필름,20090265
0,필름,필름,20090238
1,2D,디지털,20090238
0,필름,필름,20090284
1,필름,더빙,20090284
2,2D,디지털,20090284
3,2D,디지털 더빙,20090284
4,3D,3D 디지털,20090284
5,3D,3D 더빙,20090284
0,필름,필름,20090261
1,필름,영어자막,20090261
2,2D,디지털,20090261
0,필름,필름,20090248
1,필름,영어자막,20090248
2,2D,디지털,20090248
3,2D,디지털 영문자막,20090248
0,필름,필름,20090269
0,필름,필름,20090289
0,필름,필름,20090282
1,2D,디지털,20090282
2,IMAX,IMAX,20090282
0,필름,필름,20090297
1,필름,영어자막,20090297
2,필름,청각장애인용 자막,20090297
3,2D,디지털,20090297
0,필름,필름,20090287
1,2D,디지털,20090287
0,필름,필름,20090288
0,필름,필름,20090320
1,2D,디지털,20090320
0,필름,필름,20090314
1,필름,더빙,20090314
0,필름,필름,20090327
1,필름,영어자막,20090327
0,필름,필름,20090333
0,필름,필름,20090332
1,2D,디지털,20090332
0,필름,필름,20090322
0,필름,필름,20090303
1,2D,디지털,20090303
2,IMAX,IMAX,20090303
0,필름,필름,20090343
1,필름,더빙,20090343
0,필름,필름,20090339
0,필름,필름,20090336
1,필름,영어자막,20090336
2,필름,일어자막,20090336
3,2D,디지털,20090336
0,필름,필름,20081454
1,2D,디지털,20081454
0,필름,필름,20090319
0,필름,필름,20090345
0,필름,필름,20071015
1,필름,더빙,20071015
0,필름,필름,20090051
1,필름,일어자막,20090051
2,필름,청각장애인용 자막,20090051
3,2D,디지털,20090051
0,필름,필름,20090379
1,필름,더빙,20090379
2,2D,디지털,20090379
3,2D,디지털 더빙,20090379
4,4D,4D,20090379
5,IMAX,IMAX,20090379
0,필름,필름,20090403
1,필름,더빙,20090403
0,필름,필름,20090402
0,필름,필름,20090074
1,필름,영어자막,20090074
2,필름,청각장애인용 자막,20090074
3,2D,디지털,20090074
4,4D,4D,20090074
0,필름,필름,20090061
1,2D,디지털,20090061
2,3D,3D 디지털,20090061
3,4D,4D,20090061
0,필름,필름,20090307
1,필름,영어자막,20090307
2,필름,일어자막,20090307
3,2D,디지털,20090307
0,필름,필름,20090391
1,필름,더빙,20090391
2,2D,디지털,20090391
3,2D,디지털 더빙,20090391
4,3D,3D 디지털,20090391
5,3D,3D 더빙,20090391
0,필름,필름,20090412
1,필름,더빙,20090412
2,2D,디지털,20090412
3,2D,디지털 더빙,20090412
0,필름,필름,20090411
0,필름,필름,20090427
1,2D,디지털,20090427
0,필름,필름,20090389
0,필름,필름,20090430
1,필름,더빙,20090430
0,필름,필름,20090408
1,필름,더빙,20090408
2,2D,디지털,20090408
3,2D,디지털 더빙,20090408
4,3D,3D 디지털,20090408
5,3D,3D 더빙,20090408
6,4D,4D 더빙,20090408
0,필름,필름,20090426
1,2D,디지털,20090426
0,필름,필름,20090434
0,필름,필름,20090445
1,2D,디지털,20090445
0,필름,필름,20090304
1,2D,디지털,20090304
0,필름,필름,20090459
0,필름,필름,20090455
1,2D,디지털,20090455
0,필름,필름,20090454
1,2D,디지털,20090454
0,필름,필름,20090460
0,필름,필름,20090425
1,2D,디지털,20090425
0,필름,필름,20090462
0,필름,필름,20090428
0,필름,필름,20090449
1,2D,디지털,20090449
0,필름,필름,20090453
0,필름,필름,20090485
0,필름,필름,20090484
1,2D,디지털,20090484
0,필름,필름,20090510
0,필름,필름,20090527
1,2D,디지털,20090527
0,필름,필름,20090469
1,2D,디지털,20090469
0,필름,필름,20090511
0,필름,필름,20090501
0,필름,필름,20090513
1,2D,디지털,20090513
0,필름,필름,20090529
0,필름,필름,20090329
1,필름,영어자막,20090329
2,2D,디지털,20090329
0,필름,필름,20090308
1,필름,영어자막,20090308
2,2D,디지털,20090308
0,필름,필름,20090528
1,2D,디지털,20090528
0,필름,필름,20090570
1,필름,더빙,20090570
2,2D,디지털 더빙,20090570
0,필름,필름,20090556
1,2D,디지털,20090556
0,필름,필름,20090554
1,2D,디지털,20090554
0,필름,필름,20090555
0,필름,필름,20090572
1,3D,3D 디지털,20090572
2,4D,4D,20090572
0,필름,필름,20090562
0,필름,필름,20090557
1,2D,디지털,20090557
0,필름,필름,20090579
1,2D,디지털,20090579
0,필름,필름,20090580
0,필름,필름,20090581
0,필름,필름,20090605
1,필름,영어자막,20090605
2,2D,디지털,20090605
0,필름,필름,20090613
1,2D,디지털,20090613
0,필름,필름,20090599
0,필름,필름,20090592
1,2D,디지털,20090592
0,필름,필름,20090664
1,2D,디지털,20090664
0,필름,필름,20090578
1,2D,디지털,20090578
0,필름,필름,20090667
1,2D,디지털,20090667
0,필름,필름,20090604
1,2D,디지털,20090604
2,IMAX,IMAX,20090604
0,필름,필름,20090670
1,필름,청각장애인용 자막,20090670
0,필름,필름,20090669
0,필름,필름,20090146
0,필름,필름,20090724
1,2D,디지털,20090724
0,필름,필름,20081729
0,필름,필름,20090685
1,2D,디지털,20090685
2,3D,3D 디지털,20090685
0,필름,필름,20090590
1,필름,청각장애인용 자막,20090590
2,2D,디지털,20090590
0,필름,필름,20090801
1,2D,디지털,20090801
0,필름,필름,20090800
1,2D,디지털,20090800
0,필름,필름,20090305
1,2D,디지털,20090305
0,필름,필름,20090682
1,2D,디지털,20090682
0,필름,필름,20090815
1,필름,일어자막,20090815
2,2D,디지털,20090815
0,필름,필름,20090588
1,2D,디지털,20090588
0,필름,필름,20090678
1,2D,디지털,20090678
0,필름,필름,20090681
1,2D,디지털,20090681
2,3D,3D 디지털,20090681
3,IMAX,IMAX,20090681
0,필름,필름,20090822
0,필름,필름,20090828
0,필름,필름,20090311
1,필름,영어자막,20090311
2,2D,디지털,20090311
0,필름,필름,20090811
1,2D,디지털,20090811
0,필름,필름,20090826
1,2D,디지털,20090826
0,필름,필름,20090862
0,필름,필름,20090823
0,필름,필름,20090834
1,2D,디지털,20090834
2,3D,3D 디지털,20090834
3,4D,4D,20090834
4,IMAX,IMAX,20090834
0,필름,필름,20090875
1,2D,디지털,20090875
0,필름,필름,20090077
1,필름,영어자막,20090077
2,2D,디지털,20090077
3,4D,4D,20090077
0,필름,필름,20090856
1,2D,디지털,20090856
0,필름,필름,20090089
1,2D,디지털,20090089
0,필름,필름,20090860
1,필름,더빙,20090860
2,2D,디지털 더빙,20090860
0,필름,필름,20090861
1,필름,더빙,20090861
2,2D,디지털,20090861
3,2D,디지털 더빙,20090861
0,필름,필름,20090893
1,필름,더빙,20090893
2,2D,디지털 더빙,20090893
0,필름,필름,20090891
1,2D,디지털,20090891
0,필름,필름,20090859
0,필름,필름,20090840
1,2D,디지털,20090840
0,필름,필름,20090888
1,2D,디지털,20090888
0,필름,필름,20090864
0,필름,필름,20090821
1,필름,더빙,20090821
0,필름,필름,20090857
1,2D,디지털,20090857
0,필름,필름,20090890
1,2D,디지털,20090890
0,필름,필름,20090892
1,2D,디지털,20090892
0,필름,필름,20090895
1,2D,디지털,20090895
0,필름,필름,20090683
1,2D,디지털,20090683
0,필름,필름,20090916
1,2D,디지털,20090916
0,필름,필름,20090850
1,필름,더빙,20090850
2,2D,디지털,20090850
3,2D,디지털 더빙,20090850
0,필름,필름,20090914
1,2D,디지털,20090914
0,필름,필름,20090926
1,필름,일어자막,20090926
2,2D,디지털,20090926
0,필름,필름,20090897
0,필름,필름,20090913
0,필름,필름,20090917
1,필름,영어자막,20090917
2,2D,디지털,20090917
0,필름,필름,20090904
1,2D,디지털,20090904
0,필름,필름,20090944
0,필름,필름,20090923
1,2D,디지털,20090923
2,4D,4D,20090923
0,필름,필름,20100017
1,2D,디지털,20100017
0,필름,필름,20090718
1,필름,더빙,20090718
2,2D,디지털,20090718
3,2D,디지털 더빙,20090718
4,3D,3D 디지털,20090718
5,3D,3D 더빙,20090718
6,IMAX,IMAX,20090718
0,필름,필름,20090929
1,2D,디지털,20090929
0,필름,필름,20090945
1,2D,디지털,20090945
0,필름,필름,20100012
1,필름,더빙,20100012
0,필름,필름,20090160
1,2D,디지털,20090160
0,필름,필름,20100039
0,필름,필름,20090865
1,2D,디지털,20090865
0,필름,필름,20100077
1,2D,디지털,20100077
0,필름,필름,20100090
0,필름,필름,20100063
1,필름,더빙,20100063
0,필름,필름,20090930
1,2D,디지털,20090930
2,3D,3D 디지털,20090930
3,IMAX,IMAX,20090930
0,필름,필름,20100098
1,2D,디지털,20100098
0,필름,필름,20100105
1,2D,디지털,20100105
0,필름,필름,20100101
1,2D,디지털,20100101
0,필름,필름,20090894
1,2D,디지털,20090894
0,필름,필름,20100115
0,필름,필름,20100029
0,필름,필름,20100103
1,2D,디지털,20100103
0,필름,필름,20090939
1,2D,디지털,20090939
0,필름,필름,20100075
1,2D,디지털,20100075
0,필름,필름,20090932
1,2D,디지털,20090932
0,필름,필름,20090948
1,2D,디지털,20090948
0,필름,필름,20100107
1,필름,일어자막,20100107
2,필름,청각장애인용 자막,20100107
3,2D,디지털,20100107
0,필름,필름,20100116
1,2D,디지털,20100116
0,필름,필름,20100141
1,2D,디지털,20100141
0,필름,필름,20100018
1,2D,디지털,20100018
2,3D,3D 디지털,20100018
0,필름,필름,20090331
0,필름,필름,20100129
1,2D,디지털,20100129
0,필름,필름,20100142
1,2D,디지털,20100142
0,필름,필름,20100128
1,2D,디지털,20100128
0,필름,필름,20090947
0,필름,필름,20100131
1,2D,디지털,20100131
0,필름,필름,20100143
1,2D,디지털,20100143
0,필름,필름,20100165
1,2D,디지털,20100165
0,필름,필름,20100170
1,2D,디지털,20100170
0,필름,필름,20061214
1,2D,디지털,20061214
0,필름,필름,20100168
1,필름,청각장애인용 자막,20100168
0,필름,필름,20100169
1,2D,디지털,20100169
0,필름,필름,20100176
1,2D,디지털,20100176
0,필름,필름,20090866
1,3D,3D 디지털,20090866
2,3D,3D 더빙,20090866
0,필름,필름,20090933
1,2D,디지털,20090933
2,4D,4D,20090933
3,IMAX,IMAX,20090933
0,필름,필름,20090931
1,필름,영어자막,20090931
2,필름,청각장애인용 자막,20090931
3,2D,디지털,20090931
0,필름,필름,20100198
1,필름,일어자막,20100198
2,2D,디지털,20100198
0,필름,필름,20100166
1,필름,더빙,20100166
0,필름,필름,20100189
1,2D,디지털,20100189
0,필름,필름,20100202
1,2D,디지털,20100202
2,2D,디지털 영문자막,20100202
0,필름,필름,20100188
1,필름,영어자막,20100188
2,2D,디지털,20100188
0,필름,필름,20090951
1,2D,디지털,20090951
0,필름,필름,20100191
1,필름,영어자막,20100191
2,2D,디지털,20100191
0,필름,필름,20100190
1,필름,더빙,20100190
2,2D,디지털,20100190
3,2D,디지털 더빙,20100190
4,3D,3D 디지털,20100190
5,3D,3D 더빙,20100190
6,4D,4D 더빙,20100190
7,4D,4D,20100190
8,IMAX,IMAX,20100190
9,IMAX,IMAX HFR 3D,20100190
0,필름,필름,20100256
1,2D,디지털,20100256
0,필름,필름,20100192
1,2D,디지털,20100192
0,필름,필름,20100193
1,2D,디지털,20100193
2,4D,4D,20100193
0,필름,필름,20100206
1,2D,디지털,20100206
0,필름,필름,20090927
1,필름,영어자막,20090927
2,2D,디지털,20090927
0,필름,필름,20090921
1,2D,디지털,20090921
0,필름,필름,20100278
1,2D,디지털,20100278
0,필름,필름,20100295
1,2D,디지털,20100295
0,필름,필름,20100292
1,2D,디지털,20100292
0,필름,필름,20100296
1,필름,영어자막,20100296
2,필름,일어자막,20100296
3,2D,디지털,20100296
0,필름,필름,20100285
1,2D,디지털,20100285
0,필름,필름,20100291
1,3D,3D 디지털,20100291
0,필름,필름,20100311
1,2D,디지털,20100311
0,필름,필름,20100332
1,필름,더빙,20100332
2,2D,디지털,20100332
3,2D,디지털 더빙,20100332
0,필름,필름,20100310
1,2D,디지털,20100310
0,필름,필름,20100210
1,필름,영어자막,20100210
2,필름,청각장애인용 자막,20100210
3,2D,디지털,20100210
0,필름,필름,20100335
1,2D,디지털,20100335
0,필름,필름,20100333
1,필름,더빙,20100333
2,2D,디지털,20100333
3,2D,디지털 더빙,20100333
4,3D,3D 디지털,20100333
5,3D,3D 더빙,20100333
6,4D,4D,20100333
7,IMAX,IMAX,20100333
0,필름,필름,20100353
1,필름,영어자막,20100353
2,2D,디지털,20100353
0,필름,필름,20090943
1,2D,디지털,20090943
0,필름,필름,20100339
1,2D,디지털,20100339
0,필름,필름,20100361
1,2D,디지털,20100361
0,필름,필름,20100376
1,2D,디지털,20100376
0,필름,필름,20100362
1,2D,디지털,20100362
0,필름,필름,20100209
1,필름,영어자막,20100209
2,필름,청각장애인용 자막,20100209
3,2D,디지털,20100209
0,필름,필름,20100312
1,2D,디지털,20100312
2,4D,4D,20100312
3,IMAX,IMAX,20100312
0,필름,필름,20100381
1,2D,디지털,20100381
0,필름,필름,20100380
1,2D,디지털,20100380
0,필름,필름,20100378
1,필름,더빙,20100378
2,2D,디지털 더빙,20100378
0,필름,필름,20100370
1,2D,디지털,20100370
0,필름,필름,20100326
1,필름,영어자막,20100326
2,2D,디지털,20100326
0,필름,필름,20090953
1,필름,더빙,20090953
2,2D,디지털,20090953
3,2D,디지털 더빙,20090953
0,필름,필름,20100379
1,필름,더빙,20100379
2,2D,디지털 더빙,20100379
0,필름,필름,20100214
1,필름,영어자막,20100214
2,필름,청각장애인용 자막,20100214
3,2D,디지털,20100214
0,필름,필름,20100377
1,필름,더빙,20100377
2,2D,디지털,20100377
3,2D,디지털 더빙,20100377
4,3D,3D 디지털,20100377
5,3D,3D 더빙,20100377
6,4D,4D,20100377
7,IMAX,IMAX,20100377
0,필름,필름,20100382
1,2D,디지털,20100382
2,3D,3D 디지털,20100382
0,필름,필름,20100301
1,2D,디지털,20100301
0,필름,필름,20090952
1,2D,디지털,20090952
0,필름,필름,20100758
1,3D,3D 디지털,20100758
2,3D,3D 더빙,20100758
0,필름,필름,20100764
1,2D,디지털,20100764
0,필름,필름,20100767
1,2D,디지털,20100767
2,3D,3D 디지털,20100767
3,4D,4D,20100767
0,필름,필름,20100768
1,2D,디지털,20100768
0,필름,필름,20100769
1,2D,디지털,20100769
0,필름,필름,20100788
1,필름,더빙,20100788
2,2D,디지털 더빙,20100788
0,필름,필름,20100816
1,2D,디지털,20100816
2,3D,3D 디지털,20100816
3,4D,4D,20100816
0,필름,필름,20100794
1,2D,디지털,20100794
0,필름,필름,20100796
1,3D,3D 디지털,20100796
2,IMAX,IMAX,20100796
0,필름,필름,20100300
1,2D,디지털,20100300
0,필름,필름,20100766
1,2D,디지털,20100766
0,필름,필름,20100807
1,2D,디지털,20100807
0,필름,필름,20100808
1,2D,디지털,20100808
0,필름,필름,20100281
1,2D,디지털,20100281
0,필름,필름,20100305
1,필름,영어자막,20100305
2,2D,디지털,20100305
0,필름,필름,20100810
1,필름,더빙,20100810
2,2D,디지털,20100810
3,2D,디지털 더빙,20100810
0,필름,필름,20100834
1,필름,영어자막,20100834
2,필름,일어자막,20100834
3,2D,디지털,20100834
0,필름,필름,20100813
1,2D,디지털,20100813
0,필름,필름,20100833
1,2D,디지털,20100833
0,필름,필름,20100811
1,2D,디지털,20100811
2,3D,3D 디지털,20100811
3,4D,4D,20100811
4,IMAX,IMAX 3D,20100811
0,필름,필름,20100814
1,필름,더빙,20100814
2,2D,디지털,20100814
3,2D,디지털 더빙,20100814
4,3D,3D 디지털,20100814
5,3D,3D 더빙,20100814
6,4D,4D 더빙,20100814
7,4D,4D,20100814
0,필름,필름,20100329
1,2D,디지털,20100329
0,필름,필름,20100812
1,필름,더빙,20100812
2,2D,디지털 더빙,20100812
3,3D,3D 더빙,20100812
0,필름,필름,20100991
1,2D,디지털,20100991
0,필름,필름,20100835
1,2D,디지털,20100835
0,필름,필름,20100977
1,2D,디지털,20100977
0,필름,필름,20100975
1,2D,디지털,20100975
0,필름,필름,20100302
1,필름,영어자막,20100302
2,필름,일어자막,20100302
3,2D,디지털,20100302
4,4D,4D,20100302
0,필름,필름,20100979
1,2D,디지털,20100979
0,필름,필름,20100980
1,2D,디지털,20100980
0,필름,필름,20100962
1,2D,디지털,20100962
0,필름,필름,20101015
1,2D,디지털,20101015
0,필름,필름,20090950
1,2D,디지털,20090950
0,필름,필름,20100057
1,2D,디지털,20100057
0,필름,필름,20101004
1,2D,디지털,20101004
0,필름,필름,20100213
1,필름,영어자막,20100213
2,2D,디지털,20100213
0,필름,필름,20101006
1,3D,3D 디지털,20101006
2,IMAX,IMAX,20101006
0,필름,필름,20101007
1,2D,디지털,20101007
2,3D,3D 디지털,20101007
3,4D,4D,20101007
0,필름,필름,20101008
1,2D,디지털,20101008
0,필름,필름,20101009
1,필름,청각장애인용 자막,20101009
2,2D,디지털,20101009
0,필름,필름,20101069
1,2D,디지털,20101069
0,필름,필름,20101039
1,2D,디지털,20101039
0,필름,필름,20101038
1,2D,디지털,20101038
0,필름,필름,20101013
1,2D,디지털,20101013
0,필름,필름,20101010
1,필름,영어자막,20101010
2,2D,디지털,20101010
3,4D,4D,20101010
0,필름,필름,20101070
1,2D,디지털,20101070
0,필름,필름,20101165
1,2D,디지털,20101165
0,필름,필름,20101012
1,2D,디지털,20101012
0,필름,필름,20101170
1,2D,디지털,20101170
0,필름,필름,20101109
1,필름,영어자막,20101109
2,2D,디지털,20101109
0,필름,필름,20101011
1,3D,3D 디지털,20101011
2,4D,4D,20101011
0,필름,필름,20101133
1,2D,디지털,20101133
2,4D,4D,20101133
0,필름,필름,20101113
1,필름,영어자막,20101113
2,2D,디지털,20101113
0,필름,필름,20101206
1,2D,디지털,20101206
0,필름,필름,20101132
1,2D,디지털,20101132
0,필름,필름,20101221
1,필름,영어자막,20101221
2,필름,일어자막,20101221
3,필름,청각장애인용 자막,20101221
4,2D,디지털,20101221
0,필름,필름,20101014
1,2D,디지털,20101014
0,필름,필름,20101213
1,필름,더빙,20101213
2,2D,디지털,20101213
3,2D,디지털 더빙,20101213
4,3D,3D 디지털,20101213
5,3D,3D 더빙,20101213
6,4D,4D,20101213
0,필름,필름,20101140
1,2D,디지털,20101140
0,필름,필름,20101118
1,2D,디지털,20101118
0,필름,필름,20101212
1,2D,디지털,20101212
0,필름,필름,20101200
1,필름,영어자막,20101200
2,필름,일어자막,20101200
3,2D,디지털,20101200
0,필름,필름,20101138
1,2D,디지털,20101138
0,필름,필름,20101348
1,필름,더빙,20101348
2,2D,디지털,20101348
3,2D,디지털 더빙,20101348
4,3D,3D 더빙,20101348
5,4D,4D,20101348
0,필름,필름,20101224
1,필름,더빙,20101224
2,2D,디지털,20101224
3,2D,디지털 더빙,20101224
4,4D,4D,20101224
5,IMAX,IMAX,20101224
0,필름,필름,20101227
1,2D,디지털,20101227
0,필름,필름,20101226
1,필름,더빙,20101226
0,필름,필름,20101222
1,2D,디지털,20101222
0,필름,필름,20101223
1,필름,영어자막,20101223
2,2D,디지털,20101223
0,필름,필름,20101378
1,2D,디지털,20101378
0,필름,필름,20101209
1,2D,디지털,20101209
0,필름,필름,20101225
1,2D,디지털,20101225
2,3D,3D 디지털,20101225
3,4D,4D,20101225
4,IMAX,IMAX 3D,20101225
0,필름,필름,20101071
1,2D,디지털,20101071
0,필름,필름,20101399
1,필름,영어자막,20101399
2,필름,일어자막,20101399
3,2D,디지털,20101399
0,필름,필름,20102413
1,필름,더빙,20102413
2,2D,디지털 더빙,20102413
0,필름,필름,20102421
1,필름,더빙,20102421
2,2D,디지털,20102421
3,2D,디지털 더빙,20102421
4,3D,3D 디지털,20102421
5,3D,3D 더빙,20102421
6,4D,4D 더빙,20102421
7,4D,4D,20102421
8,IMAX,IMAX 3D,20102421
0,필름,필름,20110031
1,2D,디지털,20110031
0,필름,필름,20110029
0,필름,필름,20110030
1,필름,더빙,20110030
2,2D,디지털 더빙,20110030
0,필름,필름,20110023
1,2D,디지털,20110023
0,필름,필름,20102416
1,필름,영어자막,20102416
2,필름,청각장애인용 자막,20102416
3,2D,디지털,20102416
0,필름,필름,20119155
1,필름,더빙,20119155
2,2D,디지털 더빙,20119155
3,3D,3D 디지털,20119155
4,3D,3D 더빙,20119155
5,4D,4D 더빙,20119155
0,필름,필름,20102414
1,2D,디지털,20102414
0,필름,필름,20102417
1,2D,디지털,20102417
2,3D,3D 디지털,20102417
3,4D,4D,20102417
0,필름,필름,20102415
1,필름,영어자막,20102415
2,필름,일어자막,20102415
3,2D,디지털,20102415
0,필름,필름,20119277
1,2D,디지털,20119277
0,필름,필름,20102418
1,2D,디지털,20102418
2,3D,3D 디지털,20102418
3,4D,4D,20102418
4,IMAX,IMAX 3D,20102418
0,필름,필름,20102419
1,2D,디지털,20102419
0,필름,필름,20119137
1,3D,3D 디지털,20119137
2,3D,3D 더빙,20119137
0,필름,필름,20101395
1,2D,디지털,20101395
2,2D,디지털 더빙,20101395
3,3D,3D 디지털,20101395
4,3D,3D 더빙,20101395
5,IMAX,IMAX 3D,20101395
0,필름,필름,20119418
1,2D,디지털,20119418
2,3D,3D 디지털,20119418
3,4D,4D,20119418
0,필름,필름,20119508
1,2D,디지털,20119508
0,필름,필름,20119341
1,필름,영어자막,20119341
2,필름,일어자막,20119341
3,2D,디지털,20119341
0,필름,필름,20119358
1,2D,디지털,20119358
0,필름,필름,20119337
1,2D,디지털,20119337
2,2D,디지털 가치봄,20119337
0,필름,필름,19820019
1,2D,디지털,19820019
0,필름,필름,20119429
1,2D,디지털,20119429
0,필름,필름,20119585
1,필름,더빙,20119585
2,2D,디지털 더빙,20119585
0,필름,필름,20119577
1,2D,디지털,20119577
0,필름,필름,20119420
1,2D,디지털,20119420
2,IMAX,IMAX,20119420
0,필름,필름,20119427
1,2D,디지털,20119427
0,필름,필름,20119556
1,필름,더빙,20119556
2,2D,디지털,20119556
3,2D,디지털 더빙,20119556
4,3D,3D 디지털,20119556
5,3D,3D 더빙,20119556
6,4D,4D 더빙,20119556
0,필름,필름,20119430
1,2D,디지털,20119430
0,필름,필름,20119630
1,필름,더빙,20119630
2,2D,디지털,20119630
3,2D,디지털 더빙,20119630
4,3D,3D 디지털,20119630
5,3D,3D 더빙,20119630
0,필름,필름,20119507
