,showTypeGroupNm,showTypeNm,movieCd
4,4D,4D 더빙,20227890
5,4D,4D,20227890
6,IMAX,IMAX,20227890
7,DOLBYCINEMA,DOLBYCINEMA,20227890
8,DOLBYCINEMA,DOLBYCINEMA 3D,20227890
0,2D,디지털,20231004
1,4D,4D,20231004
2,DOLBYCINEMA,DOLBYCINEMA,20231004
0,2D,디지털,20198482
1,2D,디지털 가치봄,20198482
0,2D,디지털,20231164
0,2D,디지털,20210846
0,2D,디지털,20231496
1,3D,3D 디지털,20231496
2,4D,4D,20231496
3,IMAX,IMAX,20231496
4,IMAX,IMAX 3D,20231496
5,ScreenX,ScreenX,20231496
6,DOLBYCINEMA,DOLBYCINEMA,20231496
7,DOLBYCINEMA,DOLBYCINEMA 3D,20231496
0,2D,디지털,20231348
1,2D,디지털 더빙,20231348
2,2D,디지털 가치봄,20231348
0,2D,디지털,20231544
0,2D,디지털,20231437
0,2D,디지털,20218656
0,2D,디지털,20231592
1,4D,4D,20231592
2,IMAX,IMAX,20231592
3,ScreenX,ScreenX,20231592
4,DOLBYCINEMA,DOLBYCINEMA,20231592
0,2D,디지털,20231029
0,2D,디지털,20226411
1,2D,디지털 가치봄,20226411
2,4D,4D,20226411
3,IMAX,IMAX,20226411
0,2D,디지털,20231839
1,2D,디지털 더빙,20231839
2,4D,4D 더빙,20231839
3,4D,4D,20231839
4,IMAX,IMAX,20231839
5,DOLBYCINEMA,DOLBYCINEMA,20231839
6,DOLBYCINEMA,DOLBYCINEMA 더빙,20231839
0,필름,필름,19960041
1,2D,디지털,19960041
0,2D,디지털,20231677
0,필름,필름,20090860
1,필름,더빙,20090860
2,2D,디지털 더빙,20090860
0,2D,디지털,20232025
1,3D,3D 디지털,20232025
2,4D,4D,20232025
3,IMAX,IMAX,20232025
4,DOLBYCINEMA,DOLBYCINEMA,20232025
0,2D,디지털,20228930
1,2D,디지털 더빙,20228930
2,3D,3D 디지털,20228930
3,3D,3D 더빙,20228930
4,4D,4D 더빙,20228930
5,4D,4D,20228930
6,DOLBYCINEMA,DOLBYCINEMA,20228930
0,2D,디지털,20231971
1,4D,4D,20231971
2,IMAX,IMAX,20231971
3,ScreenX,ScreenX,20231971
4,DOLBYCINEMA,DOLBYCINEMA,20231971
0,2D,디지털,20211937
1,2D,디지털 가치봄,20211937
0,2D,디지털,20232180
1,2D,디지털 더빙,20232180
2,4D,4D,20232180
3,IMAX,IMAX,20232180
4,DOLBYCINEMA,DOLBYCINEMA,20232180
0,2D,디지털,20232075
0,2D,디지털,20227654
1,2D,디지털 영문자막,20227654
0,2D,디지털,20232273
1,4D,4D,20232273
2,IMAX,IMAX,20232273
3,ScreenX,ScreenX,20232273
4,DOLBYCINEMA,DOLBYCINEMA,20232273
0,2D,디지털,20232220
0,2D,디지털,20231781
0,2D,디지털,20232631
1,4D,4D,20232631
2,IMAX,IMAX,20232631
3,ScreenX,ScreenX,20232631
4,DOLBYCINEMA,DOLBYCINEMA,20232631
0,2D,디지털,20224579
0,2D,디지털,20232570
1,2D,디지털 더빙,20232570
0,2D,디지털,20231889
0,2D,디지털,20232062
1,2D,디지털 더빙,20232062
0,2D,디지털,20232536
1,2D,디지털 더빙,20232536
2,4D,4D 더빙,20232536
3,4D,4D,20232536
0,2D,디지털,20232740
1,4D,4D,20232740
2,DOLBYCINEMA,DOLBYCINEMA,20232740
0,2D,디지털,20232778
0,2D,디지털,20232639
0,2D,디지털,20232556
1,2D,디지털 더빙,20232556
0,2D,디지털,20218541
1,2D,디지털 한글자막 CC,20218541
2,2D,디지털 가치봄,20218541
3,4D,4D,20218541
4,IMAX,IMAX,20218541
5,ScreenX,ScreenX,20218541
0,2D,디지털,20232491
0,2D,디지털,20218935
1,2D,디지털 한글자막 CC,20218935
2,2D,디지털 가치봄,20218935
3,4D,4D,20218935
4,IMAX,IMAX,20218935
5,DOLBYCINEMA,DOLBYCINEMA,20218935
0,2D,디지털,20193879
0,2D,디지털,20232836
1,2D,디지털 더빙,20232836
0,2D,디지털,20204264
1,2D,디지털 가치봄,20204264
2,4D,4D,20204264
3,IMAX,IMAX,20204264
0,2D,디지털 더빙,20232698
0,2D,디지털,20232618
0,2D,디지털,20226431
1,IMAX,IMAX,20226431
